ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
13,Delray Beach,Delray Beach Open,2/19/19,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Tomic B.,52,85,915,669,6,4,7,5,,,,,,,2,0,Completed,1.53,2.37,1.69,2.28,1.69,2.45,1.62,2.31
13,Delray Beach,Delray Beach Open,2/19/19,ATP250,Outdoor,Hard,1st Round,3,Isner J.,Polansky P.,9,122,3225,468,6,3,7,6,,,,,,,2,0,Completed,1.12,6,1.12,7.17,1.14,7.32,1.13,6.15
13,Delray Beach,Delray Beach Open,2/19/19,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Schnur B.,51,107,920,529,6,2,6,2,,,,,,,2,0,Completed,1.33,3.25,1.53,2.65,1.54,3.35,1.4,2.96
13,Delray Beach,Delray Beach Open,2/19/19,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Sandgren T.,56,79,883,708,6,4,6,0,,,,,,,2,0,Completed,2.1,1.66,2.44,1.61,2.55,1.72,2.38,1.58
13,Delray Beach,Delray Beach Open,2/19/19,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Tiafoe F.,148,29,384,1405,3,6,7,6,7,5,,,,,2,1,Completed,2.37,1.53,2.52,1.58,2.53,1.63,2.42,1.57
13,Delray Beach,Delray Beach Open,2/20/19,ATP250,Outdoor,Hard,1st Round,3,Del Potro J.M.,Nishioka Y.,4,72,5060,729,6,3,7,5,,,,,,,2,0,Completed,1.25,3.75,1.3,3.81,1.38,3.81,1.32,3.37
13,Delray Beach,Delray Beach Open,2/20/19,ATP250,Outdoor,Hard,2nd Round,3,Seppi A.,Thompson J.,52,68,915,740,6,3,4,6,6,1,,,,,2,1,Completed,1.5,2.5,1.65,2.38,1.67,2.61,1.57,2.4
13,Delray Beach,Delray Beach Open,2/20/19,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Istomin D.,51,102,920,542,6,2,7,6,,,,,,,2,0,Completed,1.57,2.25,1.7,2.29,1.77,2.29,1.69,2.16
13,Delray Beach,Delray Beach Open,2/20/19,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Harris L.,148,98,384,577,6,0,6,2,,,,,,,2,0,Completed,1.61,2.2,1.74,2.23,1.74,2.36,1.67,2.2
13,Delray Beach,Delray Beach Open,2/20/19,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Lacko L.,9,133,3225,423,6,4,6,3,,,,,,,2,0,Completed,1.11,6.5,1.13,7.29,1.14,7.5,1.12,6.47
13,Delray Beach,Delray Beach Open,2/21/19,ATP250,Outdoor,Hard,2nd Round,3,Johnson S.,Lorenzi P.,34,105,1190,531,7,5,7,5,,,,,,,2,0,Completed,1.33,3.25,1.37,3.39,1.44,3.54,1.35,3.19
13,Delray Beach,Delray Beach Open,2/21/19,ATP250,Outdoor,Hard,2nd Round,3,Albot R.,Kyrgios N.,82,64,680,750,6,2,3,6,6,3,,,,,2,1,Completed,2.75,1.4,2.65,1.55,2.89,1.55,2.72,1.46
13,Delray Beach,Delray Beach Open,2/21/19,ATP250,Outdoor,Hard,2nd Round,3,Mcdonald M.,Garcia-Lopez G.,84,101,673,547,7,5,6,4,,,,,,,2,0,Completed,1.5,2.5,1.52,2.74,1.63,2.75,1.51,2.57
13,Delray Beach,Delray Beach Open,2/22/19,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Opelka R.,4,56,5060,883,6,4,6,4,,,,,,,2,0,Completed,1.5,2.5,1.49,2.84,1.57,2.87,1.51,2.57
13,Delray Beach,Delray Beach Open,2/22/19,ATP250,Outdoor,Hard,Quarterfinals,3,Evans D.,Seppi A.,148,52,384,915,6,4,6,4,,,,,,,2,0,Completed,2,1.8,2.15,1.8,2.15,1.91,2.01,1.81
13,Delray Beach,Delray Beach Open,2/22/19,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Mannarino A.,9,51,3225,920,7,6,6,4,,,,,,,2,0,Completed,1.22,4.33,1.28,4.22,1.29,4.5,1.24,4.1
13,Delray Beach,Delray Beach Open,2/22/19,ATP250,Outdoor,Hard,Quarterfinals,3,Albot R.,Johnson S.,82,34,680,1190,1,6,6,3,7,6,,,,,2,1,Completed,2.3,1.61,2.38,1.67,2.6,1.73,2.31,1.62
13,Delray Beach,Delray Beach Open,2/23/19,ATP250,Outdoor,Hard,Quarterfinals,3,Mcdonald M.,Del Potro J.M.,84,4,673,5060,6,4,3,6,7,6,,,,,2,1,Completed,3.5,1.3,3.62,1.34,3.75,1.37,3.39,1.32
13,Delray Beach,Delray Beach Open,2/23/19,ATP250,Outdoor,Hard,Semifinals,3,Evans D.,Isner J.,148,9,384,3225,3,6,6,2,6,3,,,,,2,1,Completed,2.75,1.44,3.09,1.44,3.1,1.5,2.9,1.42
13,Delray Beach,Delray Beach Open,2/24/19,ATP250,Outdoor,Hard,Semifinals,3,Albot R.,Mcdonald M.,82,84,680,673,3,6,6,0,6,0,,,,,2,1,Completed,2.3,1.61,2.44,1.64,2.5,1.67,2.33,1.61
13,Delray Beach,Delray Beach Open,2/24/19,ATP250,Outdoor,Hard,The Final,3,Albot R.,Evans D.,82,148,680,384,3,6,6,3,7,6,,,,,2,1,Completed,2.75,1.44,2.76,1.52,3,1.52,2.78,1.45
14,Marseille,Open 13,2/18/19,ATP250,Indoor,Hard,1st Round,3,Hurkacz H.,Krajinovic F.,78,77,710,710,6,3,6,2,,,,,,,2,0,Completed,2.75,1.4,2.76,1.5,3.19,1.51,2.8,1.44
14,Marseille,Open 13,2/18/19,ATP250,Indoor,Hard,1st Round,3,Simon G.,Hoang A.,32,139,1280,413,5,7,6,3,6,3,,,,,2,1,Completed,1.33,3.25,1.31,3.74,1.36,3.77,1.32,3.41
14,Marseille,Open 13,2/18/19,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Kudla D.,50,61,945,770,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.48,2.85,1.51,2.98,1.48,2.67
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Gojowczyk P.,Dzumhur D.,60,49,770,950,6,2,6,4,,,,,,,2,0,Completed,2.1,1.66,2.1,1.81,2.38,1.83,2.09,1.74
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,Lestienne C.,141,168,410,331,7,6,1,6,6,3,,,,,2,1,Completed,1.83,1.83,1.93,1.96,2.1,1.96,1.93,1.87
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Paire B.,Bolelli S.,59,136,795,415,6,4,7,6,,,,,,,2,0,Completed,1.44,2.62,1.47,2.85,1.53,2.94,1.48,2.67
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Gerasimov E.,26,161,1455,346,4,6,6,3,7,5,,,,,2,1,Completed,1.3,3.4,1.35,3.49,1.36,3.72,1.33,3.33
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Rublev A.,Tsonga J.W.,115,112,492,495,2,6,6,4,6,2,,,,,2,1,Completed,4,1.22,4.93,1.21,4.93,1.24,4.43,1.21
14,Marseille,Open 13,2/19/19,ATP250,Indoor,Hard,1st Round,3,Berrettini M.,Chardy J.,48,35,965,1180,7,6,7,6,,,,,,,2,0,Completed,2,1.72,1.93,1.96,2.06,2,1.9,1.91
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,1st Round,3,Bachinger M.,Darcis S.,143,283,407,148,4,6,6,3,6,4,,,,,2,1,Completed,1.83,1.83,1.9,1.99,2.06,2.05,1.86,1.94
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Vesely J.,130,94,429,598,7,6,6,3,,,,,,,2,0,Completed,1.61,2.2,1.68,2.3,1.72,2.4,1.64,2.25
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,1st Round,3,Humbert U.,Gulbis E.,75,74,719,722,6,3,7,6,,,,,,,2,0,Completed,1.8,1.9,1.98,1.91,2.05,1.96,1.91,1.9
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,2nd Round,3,Kukushkin M.,Shapovalov D.,50,25,945,1530,6,4,7,6,,,,,,,2,0,Completed,3,1.36,2.86,1.48,3,1.49,2.84,1.43
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,2nd Round,3,Tsitsipas S.,Hurkacz H.,12,78,2805,710,6,4,6,2,,,,,,,2,0,Completed,1.3,3.4,1.35,3.52,1.37,3.63,1.32,3.36
14,Marseille,Open 13,2/20/19,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Gojowczyk P.,32,60,1280,770,4,6,6,4,6,2,,,,,2,1,Completed,1.5,2.5,1.52,2.74,1.54,2.75,1.49,2.62
14,Marseille,Open 13,2/21/19,ATP250,Indoor,Hard,2nd Round,3,Rublev A.,Berrettini M.,115,48,492,965,6,3,7,6,,,,,,,2,0,Completed,2,1.72,2.12,1.81,2.17,1.83,2.09,1.75
14,Marseille,Open 13,2/21/19,ATP250,Indoor,Hard,2nd Round,3,Bachinger M.,Verdasco F.,143,26,407,1455,6,4,6,3,,,,,,,2,0,Completed,3.25,1.33,3.45,1.36,3.5,1.38,3.33,1.33
14,Marseille,Open 13,2/21/19,ATP250,Indoor,Hard,2nd Round,3,Humbert U.,Coric B.,75,13,719,2605,6,3,6,3,,,,,,,2,0,Completed,2.75,1.4,2.86,1.48,2.9,1.5,2.73,1.46
14,Marseille,Open 13,2/21/19,ATP250,Indoor,Hard,2nd Round,3,Goffin D.,Paire B.,24,59,1560,795,6,2,6,3,,,,,,,2,0,Completed,1.44,2.62,1.53,2.69,1.58,2.71,1.5,2.59
14,Marseille,Open 13,2/21/19,ATP250,Indoor,Hard,2nd Round,3,Stakhovsky S.,Barrere G.,141,130,410,429,6,3,6,4,,,,,,,2,0,Completed,2.2,1.61,2.33,1.68,2.35,1.69,2.25,1.64
14,Marseille,Open 13,2/22/19,ATP250,Indoor,Hard,Quarterfinals,3,Kukushkin M.,Rublev A.,50,115,945,492,6,4,6,1,,,,,,,2,0,Completed,2.1,1.72,2.19,1.78,2.19,1.82,2.06,1.77
14,Marseille,Open 13,2/22/19,ATP250,Indoor,Hard,Quarterfinals,3,Humbert U.,Bachinger M.,75,143,719,407,6,3,6,3,,,,,,,2,0,Completed,1.44,2.75,1.49,2.88,1.51,2.9,1.44,2.79
14,Marseille,Open 13,2/22/19,ATP250,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Stakhovsky S.,12,141,2805,410,6,4,6,3,,,,,,,2,0,Completed,1.14,5.5,1.18,5.92,1.2,5.92,1.16,5.25
14,Marseille,Open 13,2/22/19,ATP250,Indoor,Hard,Quarterfinals,3,Goffin D.,Simon G.,24,32,1560,1280,6,2,6,4,,,,,,,2,0,Completed,1.61,2.3,1.71,2.29,1.72,2.38,1.65,2.26
14,Marseille,Open 13,2/23/19,ATP250,Indoor,Hard,Semifinals,3,Kukushkin M.,Humbert U.,50,75,945,719,6,4,6,4,,,,,,,2,0,Completed,2.1,1.72,2.22,1.76,2.22,1.8,2.13,1.72
14,Marseille,Open 13,2/23/19,ATP250,Indoor,Hard,Semifinals,3,Tsitsipas S.,Goffin D.,12,24,2805,1560,7,6,6,2,,,,,,,2,0,Completed,1.8,2,1.94,1.98,1.94,2.1,1.86,1.95
14,Marseille,Open 13,2/24/19,ATP250,Indoor,Hard,The Final,3,Tsitsipas S.,Kukushkin M.,12,50,2805,945,7,5,7,6,,,,,,,2,0,Completed,1.3,3.5,1.34,3.64,1.34,4.1,1.3,3.6
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Norrie C.,Lajovic D.,62,43,762,1010,6,2,6,1,,,,,,,2,0,Completed,2.5,1.5,2.6,1.55,2.6,1.61,2.48,1.54
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Mayer L.,66,55,746,895,7,6,6,4,,,,,,,2,0,Completed,1.83,1.83,1.82,2.08,2,2.11,1.8,2.02
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Sousa J.,Pella G.,40,46,1062,975,6,4,3,6,6,4,,,,,2,1,Completed,1.8,1.9,2.01,1.88,2.05,2,1.95,1.86
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Berlocq C.,135,140,417,411,6,1,6,2,,,,,,,2,0,Completed,,,,,1.66,2.9,1.52,2.61
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Dellien H.,Andreozzi G.,113,76,493,711,6,4,6,4,,,,,,,2,0,Completed,2,1.72,2.02,1.87,2.2,1.87,2.08,1.75
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,Jaziri M.,80,44,696,1007,6,3,7,5,,,,,,,2,0,Completed,1.25,3.75,1.26,4.3,1.29,4.4,1.25,4
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Sonego L.,93,103,605,541,7,6,6,3,,,,,,,2,0,Completed,1.66,2.1,1.92,1.97,1.95,2.11,1.84,1.98
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Carballes Baena R.,Jarry N.,114,47,492,970,6,3,6,7,7,6,,,,,2,1,Completed,2.1,1.66,2.16,1.77,2.18,1.83,2.1,1.74
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Bedene A.,Cecchinato M.,83,17,675,2091,7,5,7,6,,,,,,,2,0,Completed,2.25,1.57,2.39,1.64,2.45,1.67,2.32,1.61
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Garin C.,Marterer M.,91,95,623,594,7,5,6,3,,,,,,,2,0,Completed,2,1.72,2.04,1.85,2.1,1.91,2.02,1.8
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Sousa P.,126,99,449,560,6,3,6,2,,,,,,,2,0,Completed,1.36,3,1.38,3.26,1.43,3.26,1.38,3.03
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Fognini F.,104,16,540,2225,6,2,6,3,,,,,,,2,0,Completed,2.62,1.44,2.74,1.51,2.78,1.61,2.6,1.5
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Londero J.I.,Ymer E.,69,117,739,476,2,6,7,5,6,2,,,,,2,1,Completed,1.36,3,1.45,2.93,1.47,3.18,1.4,2.97
15,Rio de Janeiro,Rio Open,2/19/19,ATP500,Outdoor,Clay,1st Round,3,Djere L.,Thiem D.,90,8,627,3800,6,3,6,3,,,,,,,2,0,Completed,6,1.12,6.71,1.14,8,1.15,6.17,1.13
15,Rio de Janeiro,Rio Open,2/20/19,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Schwartzman D.,63,19,751,1940,6,1,4,1,,,,,,,1,0,Retired,1.72,2,1.84,2.06,1.88,2.2,1.79,2.04
15,Rio de Janeiro,Rio Open,2/20/19,ATP500,Outdoor,Clay,1st Round,3,Daniel T.,Seyboth Wild T.,73,445,726,19,3,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,1.52,2.69,1.62,2.75,1.5,2.6
15,Rio de Janeiro,Rio Open,2/20/19,ATP500,Outdoor,Clay,2nd Round,3,Munar J.,Norrie C.,66,62,746,762,7,6,5,7,7,6,,,,,2,1,Completed,1.4,2.75,1.48,2.87,1.49,2.96,1.44,2.78
15,Rio de Janeiro,Rio Open,2/20/19,ATP500,Outdoor,Clay,2nd Round,3,Dellien H.,Carballes Baena R.,113,114,493,492,7,5,6,4,,,,,,,2,0,Completed,2.62,1.44,2.59,1.57,2.75,1.57,2.62,1.49
15,Rio de Janeiro,Rio Open,2/20/19,ATP500,Outdoor,Clay,2nd Round,3,Bedene A.,Monteiro T.,83,126,675,449,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.61,2.47,1.65,2.5,1.59,2.36
15,Rio de Janeiro,Rio Open,2/21/19,ATP500,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Garin C.,104,91,540,623,7,5,6,4,,,,,,,2,0,Completed,2,1.72,2.14,1.79,2.15,1.87,2.05,1.77
15,Rio de Janeiro,Rio Open,2/21/19,ATP500,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Delbonis F.,93,80,605,696,3,6,7,5,6,3,,,,,2,1,Completed,2.37,1.53,2.62,1.56,2.84,1.63,2.45,1.55
15,Rio de Janeiro,Rio Open,2/21/19,ATP500,Outdoor,Clay,2nd Round,3,Djere L.,Daniel T.,90,73,627,726,6,4,6,2,,,,,,,2,0,Completed,1.5,2.5,1.6,2.51,1.6,2.65,1.54,2.48
15,Rio de Janeiro,Rio Open,2/21/19,ATP500,Outdoor,Clay,2nd Round,3,Ruud C.,Sousa J.,135,40,417,1062,6,3,3,6,6,4,,,,,2,1,Completed,2.25,1.57,2.13,1.8,2.33,1.8,2.14,1.71
15,Rio de Janeiro,Rio Open,2/21/19,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Londero J.I.,63,69,751,739,6,1,6,4,,,,,,,2,0,Completed,1.36,3,1.4,3.22,1.4,3.3,1.36,3.13
15,Rio de Janeiro,Rio Open,2/22/19,ATP500,Outdoor,Clay,Quarterfinals,3,Bedene A.,Dellien H.,83,113,675,493,4,6,6,2,6,3,,,,,2,1,Completed,1.36,3.2,1.45,3.03,1.45,3.3,1.4,3
15,Rio de Janeiro,Rio Open,2/22/19,ATP500,Outdoor,Clay,Quarterfinals,3,Djere L.,Ruud C.,90,135,627,417,6,4,7,5,,,,,,,2,0,Completed,1.72,2.1,1.78,2.19,1.8,2.25,1.72,2.13
15,Rio de Janeiro,Rio Open,2/22/19,ATP500,Outdoor,Clay,Quarterfinals,3,Auger-Aliassime F.,Munar J.,104,66,540,746,6,4,6,3,,,,,,,2,0,Completed,2.1,1.72,2.27,1.72,2.27,1.83,2.17,1.7
15,Rio de Janeiro,Rio Open,2/23/19,ATP500,Outdoor,Clay,Quarterfinals,3,Cuevas P.,Ramos-Vinolas A.,63,93,751,605,6,3,3,6,6,3,,,,,2,1,Completed,1.3,3.5,1.33,3.77,1.34,3.77,1.31,3.49
15,Rio de Janeiro,Rio Open,2/23/19,ATP500,Outdoor,Clay,Semifinals,3,Djere L.,Bedene A.,90,83,627,675,,,,,,,,,,,,,Walkover,1.72,2.1,1.72,2.28,1.77,2.3,1.71,2.15
15,Rio de Janeiro,Rio Open,2/23/19,ATP500,Outdoor,Clay,Semifinals,3,Auger-Aliassime F.,Cuevas P.,104,63,540,751,6,3,3,6,6,3,,,,,2,1,Completed,2.3,1.61,2.23,1.75,2.45,1.77,2.24,1.66
15,Rio de Janeiro,Rio Open,2/24/19,ATP500,Outdoor,Clay,The Final,3,Djere L.,Auger-Aliassime F.,90,104,627,540,6,3,7,5,,,,,,,2,0,Completed,2.2,1.66,2.23,1.75,2.25,1.85,2.14,1.72
16,Acapulco,Abierto Mexicano,2/25/19,ATP500,Outdoor,Hard,1st Round,3,Johnson S.,Lopez Villasenor G.,36,552,1145,7,7,5,7,5,,,,,,,2,0,Completed,1.12,6,1.11,8.05,1.14,9,1.1,7.21
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Gojowczyk P.,Gaio F.,87,229,640,216,5,7,6,4,6,2,,,,,2,1,Completed,1.28,3.5,1.25,4.41,1.3,4.41,1.27,3.77
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Millman J.,Granollers M.,44,115,1008,511,6,3,6,4,,,,,,,2,0,Completed,1.33,3.25,1.34,3.56,1.36,3.65,1.33,3.34
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Wawrinka S.,Harrison R.,42,93,1040,615,6,4,7,6,,,,,,,2,0,Completed,1.33,3.25,1.36,3.37,1.4,3.48,1.35,3.19
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Thompson J.,34,79,1175,712,3,6,6,4,6,3,,,,,2,1,Completed,1.57,2.25,1.71,2.24,1.71,2.55,1.65,2.23
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Isner J.,Mannarino A.,9,51,3270,920,6,3,4,6,6,3,,,,,2,1,Completed,1.33,3.25,1.36,3.42,1.36,3.9,1.3,3.49
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Schwartzman D.,Copil M.,25,74,1485,738,6,3,4,6,6,1,,,,,2,1,Completed,1.66,2.1,1.65,2.37,1.73,2.37,1.65,2.23
16,Acapulco,Abierto Mexicano,2/26/19,ATP500,Outdoor,Hard,1st Round,3,Norrie C.,Nishioka Y.,64,75,797,729,6,2,2,6,6,2,,,,,2,1,Completed,2.2,1.61,2.15,1.78,2.27,1.8,2.13,1.72
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Kyrgios N.,Seppi A.,72,49,750,960,6,3,7,5,,,,,,,2,0,Completed,2,1.72,2.18,1.75,2.2,1.91,2.04,1.78
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Popyrin A.,3,133,6475,439,6,3,6,3,,,,,,,2,0,Completed,1.16,5,1.17,5.76,1.18,5.85,1.16,5.19
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Querrey S.,Garcia-Lopez G.,57,103,880,551,6,3,6,2,,,,,,,2,0,Completed,1.3,3.4,1.33,3.61,1.35,3.69,1.32,3.42
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Nadal R.,Zverev M.,2,76,8320,726,6,3,6,3,,,,,,,2,0,Completed,1.05,11,1.06,12.23,1.07,13,1.05,10.09
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,De Minaur A.,Jarry N.,26,67,1443,790,7,6,7,6,,,,,,,2,0,Completed,1.25,3.75,1.32,3.66,1.32,4,1.28,3.67
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Mcdonald M.,Nava E.,71,N/A,753,N/A,6,1,6,3,,,,,,,2,0,Completed,1.07,9,1.06,11.39,1.09,13,1.06,9.05
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Lajovic D.,73,43,745,1010,6,7,6,2,7,5,,,,,2,1,Completed,2,1.72,2.11,1.81,2.11,1.87,2.03,1.78
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,1st Round,3,Ferrer D.,Sandgren T.,145,84,400,663,7,6,7,6,,,,,,,2,0,Completed,1.53,2.37,1.6,2.48,1.66,2.55,1.57,2.4
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,2nd Round,3,Millman J.,Gojowczyk P.,44,87,1008,640,6,0,6,2,,,,,,,2,0,Completed,1.4,2.75,1.46,2.93,1.48,2.95,1.44,2.79
16,Acapulco,Abierto Mexicano,2/27/19,ATP500,Outdoor,Hard,2nd Round,3,Isner J.,Querrey S.,9,57,3270,880,6,4,6,4,,,,,,,2,0,Completed,1.83,1.83,1.96,1.94,2.06,1.95,1.94,1.87
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,Mcdonald M.,Tiafoe F.,71,34,753,1175,6,7,7,5,6,3,,,,,2,1,Completed,2.25,1.57,2.26,1.72,2.33,1.72,2.22,1.66
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,Wawrinka S.,Johnson S.,42,36,1040,1145,7,6,6,4,,,,,,,2,0,Completed,1.25,3.75,1.3,3.92,1.32,3.92,1.28,3.65
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,Norrie C.,Schwartzman D.,64,25,797,1485,7,6,4,6,6,3,,,,,2,1,Completed,2.1,1.66,2.06,1.85,2.17,1.87,2.04,1.78
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,Kyrgios N.,Nadal R.,72,2,750,8320,3,6,7,6,7,6,,,,,2,1,Completed,4,1.22,4.33,1.26,4.36,1.3,3.98,1.25
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,De Minaur A.,Lopez F.,26,73,1443,745,,,,,,,,,,,,,Walkover,1.28,3.5,1.29,3.98,1.32,3.98,1.28,3.65
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,Ferrer D.,3,145,6475,400,7,6,6,1,,,,,,,2,0,Completed,1.16,5,1.2,5.19,1.25,5.75,1.18,4.89
16,Acapulco,Abierto Mexicano,2/28/19,ATP500,Outdoor,Hard,Quarterfinals,3,Norrie C.,Mcdonald M.,64,71,797,753,6,3,6,2,,,,,,,2,0,Completed,1.66,2.2,1.68,2.35,1.72,2.66,1.65,2.24
16,Acapulco,Abierto Mexicano,3/1/19,ATP500,Outdoor,Hard,Quarterfinals,3,Zverev A.,De Minaur A.,3,26,6475,1443,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,1.36,3.53,1.39,3.53,1.34,3.26
16,Acapulco,Abierto Mexicano,3/1/19,ATP500,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Wawrinka S.,72,42,750,1040,7,5,6,7,6,4,,,,,2,1,Completed,2.62,1.5,2.64,1.56,2.7,1.58,2.52,1.53
16,Acapulco,Abierto Mexicano,3/1/19,ATP500,Outdoor,Hard,Quarterfinals,3,Isner J.,Millman J.,9,44,3270,1008,7,6,6,7,7,6,,,,,2,1,Completed,1.61,2.3,1.66,2.39,1.69,2.39,1.63,2.28
16,Acapulco,Abierto Mexicano,3/2/19,ATP500,Outdoor,Hard,Semifinals,3,Zverev A.,Norrie C.,3,64,6475,797,7,6,6,3,,,,,,,2,0,Completed,1.16,5,1.19,5.69,1.2,5.7,1.17,5.09
16,Acapulco,Abierto Mexicano,3/2/19,ATP500,Outdoor,Hard,Semifinals,3,Kyrgios N.,Isner J.,72,9,750,3270,7,5,5,7,7,6,,,,,2,1,Completed,1.72,2.1,1.8,2.15,1.87,2.38,1.74,2.1
16,Acapulco,Abierto Mexicano,3/3/19,ATP500,Outdoor,Hard,The Final,3,Kyrgios N.,Zverev A.,72,3,750,6475,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,3,1.46,3.1,1.53,2.84,1.43
17,Dubai ,Dubai Tennis Championships,2/25/19,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Dzumhur D.,35,50,1150,950,6,1,7,6,,,,,,,2,0,Completed,1.44,2.62,1.54,2.62,1.57,2.81,1.5,2.58
17,Dubai ,Dubai Tennis Championships,2/25/19,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Fabbiano T.,32,85,1200,653,3,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,1.43,3.03,1.45,3.15,1.4,2.93
